name,category,ingredient_number,ingredient,amount
Gauguin,Cocktail Classics,1,Light Rum,2
Gauguin,Cocktail Classics,2,Passion Fruit Syrup,1
Gauguin,Cocktail Classics,3,Lemon Juice,1
Gauguin,Cocktail Classics,4,Lime Juice,1
Fort Lauderdale,Cocktail Classics,1,Light Rum,1.5
Fort Lauderdale,Cocktail Classics,2,Sweet Vermouth,0.5
Fort Lauderdale,Cocktail Classics,3,Juice of Orange,0.25
Fort Lauderdale,Cocktail Classics,4,Juice of a Lime,0.25
Apple Pie,Cordials and Liqueurs,1,Apple schnapps,3
Apple Pie,Cordials and Liqueurs,2,Cinnamon schnapps,1
Cuban Cocktail No. 1,Cocktail Classics,1,Juice of a Lime,0.5
Cuban Cocktail No. 1,Cocktail Classics,2,Powdered Sugar,0.5
Cuban Cocktail No. 1,Cocktail Classics,3,Light Rum,2
Cool Carlos,Cocktail Classics,1,Dark rum,1.5
Cool Carlos,Cocktail Classics,2,Cranberry Juice,2
Cool Carlos,Cocktail Classics,3,Pineapple Juice,2
Cool Carlos,Cocktail Classics,4,Orange curacao,1
Cool Carlos,Cocktail Classics,5,Sour Mix,1
John Collins,Whiskies,1,Bourbon whiskey,2
John Collins,Whiskies,2,Fresh lemon juice,1
John Collins,Whiskies,3,Simple Syrup,0.5
John Collins,Whiskies,4,Soda water,1
John Collins,Whiskies,5,"Orange and lemon wheels, maraschino cherry",1
Cherry Rum,Cocktail Classics,1,Light Rum,1.25
Cherry Rum,Cocktail Classics,2,cherry-flavored brandy,1.5
Cherry Rum,Cocktail Classics,3,Light cream,1
Casa Blanca,Cocktail Classics,1,Light Rum,2
Casa Blanca,Cocktail Classics,2,Lime Juice,1.5
Casa Blanca,Cocktail Classics,3,Triple Sec,1.5
Casa Blanca,Cocktail Classics,4,Maraschino,1.5
Caribbean Champagne,Cocktail Classics,1,Light Rum,0.5
Caribbean Champagne,Cocktail Classics,2,Creme de banana,0.5
Amber Amour,Cordials and Liqueurs,1,Amaretto,1.5
Amber Amour,Cordials and Liqueurs,2,Fresh lemon juice,0.25
Amber Amour,Cordials and Liqueurs,3,Simple Syrup,0.25
The Joe Lewis,Whiskies,1,Scotch Whiskey,1.5
The Joe Lewis,Whiskies,2,Fresh carrot juice,1
The Joe Lewis,Whiskies,3,Tawny port,0.75
The Joe Lewis,Whiskies,4,Fresh lemon juice,0.5
The Joe Lewis,Whiskies,5,Agave nectar,1
Bacardi Cocktail,Cocktail Classics,1,Bacardi Rum,1.5
Bacardi Cocktail,Cocktail Classics,2,Juice of a Lime,0.5
Bacardi Cocktail,Cocktail Classics,3,Grenadine,0.5
Apple Pie No. 1,Cocktail Classics,1,Light Rum,0.75
Apple Pie No. 1,Cocktail Classics,2,Sweet Vermouth,0.75
Apple Pie No. 1,Cocktail Classics,3,Apple Brandy,1
Apple Pie No. 1,Cocktail Classics,4,Grenadine,0.5
Apple Pie No. 1,Cocktail Classics,5,Lemon Juice,1
Yolanda,Cocktail Classics,1,Brandy,0.5
Yolanda,Cocktail Classics,2,Gin,0.5
Yolanda,Cocktail Classics,3,Anisette,0.5
Yolanda,Cocktail Classics,4,Sweet Vermouth,1
Yolanda,Cocktail Classics,5,Grenadine,1
Yellow Rattler,Cocktail Classics,1,Gin,1
Yellow Rattler,Cocktail Classics,2,Orange Juice,1
Yellow Rattler,Cocktail Classics,3,Dry Vermouth,0.5
Yellow Rattler,Cocktail Classics,4,Sweet Vermouth,0.5
Why Not?,Cocktail Classics,1,Gin,1
Why Not?,Cocktail Classics,2,Apricot Flavored Brandy,1
Why Not?,Cocktail Classics,3,Dry Vermouth,0.5
Why Not?,Cocktail Classics,4,Lemon Juice,1
Amaretto Stinger,Cordials and Liqueurs,1,Amaretto,1.5
Amaretto Stinger,Cordials and Liqueurs,2,White creme de menthe,0.75
What The Hell,Cocktail Classics,1,Gin,1
What The Hell,Cocktail Classics,2,Dry Vermouth,1
What The Hell,Cocktail Classics,3,Apricot Flavored Brandy,1
What The Hell,Cocktail Classics,4,Lemon Juice,1
Webster Cocktail,Cocktail Classics,1,Juice of a Lime,0.5
Webster Cocktail,Cocktail Classics,2,Apricot Flavored Brandy,1.5
Webster Cocktail,Cocktail Classics,3,Dry Vermouth,0.5
Webster Cocktail,Cocktail Classics,4,Gin,1
Union Jack Cocktail,Cocktail Classics,1,Sloe gin,0.75
Union Jack Cocktail,Cocktail Classics,2,Gin,1.5
Union Jack Cocktail,Cocktail Classics,3,Grenadine,0.5
Jocose Julep,Whiskies,1,Bourbon whiskey,2.5
Jocose Julep,Whiskies,2,Green creme de menthe,0.5
Jocose Julep,Whiskies,3,Fresh Lime Juice,1
Jocose Julep,Whiskies,4,Simple Syrup,0.5
Jocose Julep,Whiskies,5,Fresh mint leaves,5
Trinity Cocktail,Cocktail Classics,1,Sweet Vermouth,0.75
Trinity Cocktail,Cocktail Classics,2,Dry Vermouth,0.75
Trinity Cocktail,Cocktail Classics,3,Gin,0.75
Three Stripes Cocktail,Cocktail Classics,1,Gin,1
Three Stripes Cocktail,Cocktail Classics,2,Dry Vermouth,0.5
Three Stripes Cocktail,Cocktail Classics,3,Orange Juice,1
Tanq-A-Rita,Cocktail Classics,1,Tanqueray gin,1.5
Tanq-A-Rita,Cocktail Classics,2,Margarita Mix,3
Tanq-A-Rita,Cocktail Classics,3,Triple Sec,1
Amaretto Sour,Cordials and Liqueurs,1,Amaretto,1.5
Amaretto Sour,Cordials and Liqueurs,2,Fresh lemon juice,0.75
Amaretto Sour,Cordials and Liqueurs,3,Simple Syrup,0.5
Amaretto Sour,Cordials and Liqueurs,4,Orange half-wheel,NA
Tailspin Cocktail,Cocktail Classics,1,Gin,0.75
Tailspin Cocktail,Cocktail Classics,2,Sweet Vermouth,0.75
Tailspin Cocktail,Cocktail Classics,3,Green Chartreuse,0.75
Tailspin Cocktail,Cocktail Classics,4,Orange Bitters,0.02
Sweet Patootie Cocktail,Cocktail Classics,1,Gin,1
Sweet Patootie Cocktail,Cocktail Classics,2,Triple Sec,0.5
Sweet Patootie Cocktail,Cocktail Classics,3,Orange Juice,1
Sunshine Cocktail,Cocktail Classics,1,Sweet Vermouth,0.75
Sunshine Cocktail,Cocktail Classics,2,Gin,1.5
Sunshine Cocktail,Cocktail Classics,3,Bitters,0.02
Spring Feeling Cocktail,Cocktail Classics,1,Lemon Juice,1
Spring Feeling Cocktail,Cocktail Classics,2,Green Chartreuse,0.5
Spring Feeling Cocktail,Cocktail Classics,3,Gin,1
Sphinx Cocktail,Cocktail Classics,1,Gin,1.5
Sphinx Cocktail,Cocktail Classics,2,Sweet Vermouth,1.5
Sphinx Cocktail,Cocktail Classics,3,Dry Vermouth,1.5
Jitterbug Sour,Whiskies,1,Straight rye whiskey,2
Jitterbug Sour,Whiskies,2,Benedictine,0.5
Jitterbug Sour,Whiskies,3,Fresh lemon juice,0.75
Jitterbug Sour,Whiskies,4,Honey Syrup,0.5
Jitterbug Sour,Whiskies,5,Egg White,1
Jitterbug Sour,Whiskies,6,Angostura Bitters,0.02
Southern Gin Cocktail,Cocktail Classics,1,Gin,2
Southern Gin Cocktail,Cocktail Classics,2,Orange Bitters,0.04
Southern Gin Cocktail,Cocktail Classics,3,Triple Sec,0.5
Society Cocktail,Cocktail Classics,1,Gin,1.5
Society Cocktail,Cocktail Classics,2,Dry Vermouth,0.75
Society Cocktail,Cocktail Classics,3,Grenadine,0.25
Snyder,Cocktail Classics,1,Gin,1.5
Snyder,Cocktail Classics,2,Dry Vermouth,0.5
Snyder,Cocktail Classics,3,Triple Sec,0.5
Smiler Cocktail,Cocktail Classics,1,Sweet Vermouth,0.5
Smiler Cocktail,Cocktail Classics,2,Dry Vermouth,0.5
Smiler Cocktail,Cocktail Classics,3,Gin,1
Smiler Cocktail,Cocktail Classics,4,Bitters,0.02
Smiler Cocktail,Cocktail Classics,5,Orange Juice,0.25
Smile Cocktail,Cocktail Classics,1,Grenadine,1
Smile Cocktail,Cocktail Classics,2,Gin,1
Smile Cocktail,Cocktail Classics,3,Lemon Juice,0.5
Amaretto Rose,Cordials and Liqueurs,1,Amaretto,1.5
Amaretto Rose,Cordials and Liqueurs,2,Fresh lemon juice,0.5
Amaretto Rose,Cordials and Liqueurs,3,Simple Syrup,0.5
Sand-Martin Cocktail,Cocktail Classics,1,Green Chartreuse,1
Sand-Martin Cocktail,Cocktail Classics,2,Sweet Vermouth,1.5
Sand-Martin Cocktail,Cocktail Classics,3,Gin,1.5
Irish Whiskey Highball,Whiskies,1,Irish Whiskey,2
Irish Whiskey Highball,Whiskies,2,Ginger ale or soda water,1
Irish Whiskey Highball,Whiskies,3,Lemon twist (optional),1
Japanese,Brandy,1,Brandy,2
Japanese,Brandy,2,orgeat or almond syrup,0.5
Japanese,Brandy,3,Angostura Bitters,0.04
Roselyn Cocktail,Cocktail Classics,1,Dry Vermouth,0.75
Roselyn Cocktail,Cocktail Classics,2,Gin,1.5
Roselyn Cocktail,Cocktail Classics,3,Grenadine,0.5
Resolute Cocktail,Cocktail Classics,1,Juice of a Lemon,0.25
Resolute Cocktail,Cocktail Classics,2,Apricot Flavored Brandy,0.5
Resolute Cocktail,Cocktail Classics,3,Gin,1
Racquet Club Cocktail,Cocktail Classics,1,Gin,1.5
Racquet Club Cocktail,Cocktail Classics,2,Dry Vermouth,0.75
Racquet Club Cocktail,Cocktail Classics,3,Orange Bitters,0.02
Amaretto And Cream,Cordials and Liqueurs,1,Amaretto,1.5
Amaretto And Cream,Cordials and Liqueurs,2,half-and-half,1.5
Pollyanna Cocktai,Cocktail Classics,1,Orange,3
Pollyanna Cocktai,Cocktail Classics,2,Pineapple,3
Pollyanna Cocktai,Cocktail Classics,3,Gin,2
Pollyanna Cocktai,Cocktail Classics,4,Sweet Vermouth,0.5
Pollyanna Cocktai,Cocktail Classics,5,Grenadine,0.5
Plaza Cocktail,Cocktail Classics,1,Sweet Vermouth,0.75
Plaza Cocktail,Cocktail Classics,2,Dry Vermouth,0.75
Plaza Cocktail,Cocktail Classics,3,Gin,0.75
Irish Whiskey Cocktail,Whiskies,1,Irish Whiskey,2
Irish Whiskey Cocktail,Whiskies,2,Triple Sec,0.5
Irish Whiskey Cocktail,Whiskies,3,Anisette,0.5
Irish Whiskey Cocktail,Whiskies,4,Maraschino liqueur,0.25
Irish Whiskey Cocktail,Whiskies,5,Angostura Bitters,0.02
Irish Whiskey Cocktail,Whiskies,6,Green olive,NA
Absinthe Special Cocktail,Cordials and Liqueurs,1,Absinthe,1.5
Absinthe Special Cocktail,Cordials and Liqueurs,2,Simple Syrup,0.25
Absinthe Special Cocktail,Cordials and Liqueurs,3,Orange Bitters,0.02
Nineteenth Hole,Cocktail Classics,1,Gin,1.5
Nineteenth Hole,Cocktail Classics,2,Dry Vermouth,1
Nineteenth Hole,Cocktail Classics,3,Sweet Vermouth,1
Nineteenth Hole,Cocktail Classics,4,Bitters,0.02
Montreal Club Bouncer,Cocktail Classics,1,Gin,1.5
Montreal Club Bouncer,Cocktail Classics,2,Anisette,0.5
Monte Carlo Imperial Highball,Cocktail Classics,1,Gin,2
Monte Carlo Imperial Highball,Cocktail Classics,2,White creme de menthe,0.5
Monte Carlo Imperial Highball,Cocktail Classics,3,Juice of a Lemon,0.25
Irish Shillelagh,Whiskies,1,Irish Whiskey,1.5
Irish Shillelagh,Whiskies,2,Light Rum,1
Irish Shillelagh,Whiskies,3,Sloe gin,0.5
Irish Shillelagh,Whiskies,4,Fresh lemon juice,1
Irish Shillelagh,Whiskies,5,Simple Syrup,0.5
Irish Shillelagh,Whiskies,6,"Fresh raspberries and strawberries, 2 peach slices, maraschino cherry",NA
Melon Cocktail,Cocktail Classics,1,Gin,2
Melon Cocktail,Cocktail Classics,2,Lemon Juice,0.25
Melon Cocktail,Cocktail Classics,3,Maraschino,0.25
Martini (Medium),Cocktail Classics,1,Gin,1.5
Martini (Medium),Cocktail Classics,2,Dry Vermouth,0.5
Martini (Medium),Cocktail Classics,3,Sweet Vermouth,0.5
Martini (Dry) (5-to-1),Cocktail Classics,1,Gin,1.6666666666666665
Martini (Dry) (5-to-1),Cocktail Classics,2,Dry Vermouth,0.3333333333333333
Mamie's Sister,Cocktail Classics,1,Juice of a Lime,1
Mamie's Sister,Cocktail Classics,2,Gin,2
Irish Rickey,Whiskies,1,Irish Whiskey,1.5
Irish Rickey,Whiskies,2,Fresh Lime Juice,0.5
Irish Rickey,Whiskies,3,Soda water,1
Irish Rickey,Whiskies,4,Lime wedge,1
Maiden's Prayer,Cocktail Classics,1,Gin,1.5
Maiden's Prayer,Cocktail Classics,2,Triple Sec,0.5
Maiden's Prayer,Cocktail Classics,3,Lemon Juice,1
Lone Tree Cocktail,Cocktail Classics,1,Sweet Vermouth,0.75
Lone Tree Cocktail,Cocktail Classics,2,Gin,1.5
London Buck,Cocktail Classics,1,Gin,2
London Buck,Cocktail Classics,2,Juice of a Lemon,0.5
Leap Frog Highball,Cocktail Classics,1,Juice of a Lemon,0.5
Leap Frog Highball,Cocktail Classics,2,Gin,2
Incider Cocktail,Whiskies,1,Rye or bourbon whiskey,1.5
Incider Cocktail,Whiskies,2,Apple cider,4
Incider Cocktail,Whiskies,3,Apple slice,1
Kup's Indispensable Cocktail,Cocktail Classics,1,Light Vermouth,0.5
Kup's Indispensable Cocktail,Cocktail Classics,2,Dry Vermouth,0.5
Kup's Indispensable Cocktail,Cocktail Classics,3,Gin,1.5
Kup's Indispensable Cocktail,Cocktail Classics,4,Bitters,0.02
Knock-Out Cocktail,Cocktail Classics,1,Anisette,0.5
Knock-Out Cocktail,Cocktail Classics,2,Gin,0.75
Knock-Out Cocktail,Cocktail Classics,3,Dry Vermouth,0.75
Knock-Out Cocktail,Cocktail Classics,4,Creme de Menthe (White),1
K. G. B. Cocktail,Cocktail Classics,1,Kummel,0.5
K. G. B. Cocktail,Cocktail Classics,2,Gin,1.5
K. G. B. Cocktail,Cocktail Classics,3,Apricot Flavored Brandy,0.25
K. G. B. Cocktail,Cocktail Classics,4,Lemon Juice,0.25
Imperial Fizz,Whiskies,1,Bourbon or Rye Whiskey,1.5
Imperial Fizz,Whiskies,2,Light Rum,0.5
Imperial Fizz,Whiskies,3,Fresh lemon juice,1
Imperial Fizz,Whiskies,4,Simple Syrup,0.5
Imperial Fizz,Whiskies,5,Soda water,1
Jeyplak Cocktail,Cocktail Classics,1,Gin,1.5
Jeyplak Cocktail,Cocktail Classics,2,Sweet Vermouth,0.75
Jeyplak Cocktail,Cocktail Classics,3,Anisette,0.25
H. P. W. Cocktail,Cocktail Classics,1,Dry Vermouth,1.5
H. P. W. Cocktail,Cocktail Classics,2,Sweet Vermouth,1.5
H. P. W. Cocktail,Cocktail Classics,3,Gin,1.5
I.A.P.,Whiskies,1,Tennessee whiskey,2
I.A.P.,Whiskies,2,Fernet-Branca,0.25
I.A.P.,Whiskies,3,Cola,3
Hotel Plaza Cocktail,Cocktail Classics,1,Sweet Vermouth,0.75
Hotel Plaza Cocktail,Cocktail Classics,2,Dry Vermouth,0.75
Hotel Plaza Cocktail,Cocktail Classics,3,Gin,0.75
Hoffman House Cocktail,Cocktail Classics,1,Dry Vermouth,0.75
Hoffman House Cocktail,Cocktail Classics,2,Gin,1.5
Hawaiin Cocktail,Cocktail Classics,1,Gin,2
Hawaiin Cocktail,Cocktail Classics,2,Pineapple Juice,1
Hawaiin Cocktail,Cocktail Classics,3,Triple Sec,0.5
White Russian,Vodka,1,Vodka,2
White Russian,Vodka,2,Coffee liqueur,1
Greyhound,Cocktail Classics,1,Gin,1.5
Greyhound,Cocktail Classics,2,Grapefruit Juice,5
Green Devil,Cocktail Classics,1,Gin,1.5
Green Devil,Cocktail Classics,2,Green creme de menthe,1.5
Green Devil,Cocktail Classics,3,Lime Juice,1
Greenback,Cocktail Classics,1,Gin,1.5
Greenback,Cocktail Classics,2,Green creme de menthe,1
Greenback,Cocktail Classics,3,Lemon Juice,1
Grapefruit Cocktail,Cocktail Classics,1,Grapefruit Juice,1
Grapefruit Cocktail,Cocktail Classics,2,Gin,1
Grapefruit Cocktail,Cocktail Classics,3,Maraschino,1
Hotel D'alsace,Whiskies,1,Fresh rosemary sprig,1
Hotel D'alsace,Whiskies,2,Irish Whiskey,2
Hotel D'alsace,Whiskies,3,Benedictine,0.5
Hotel D'alsace,Whiskies,4,Triple Sec,0.5
Jamaica Granito,Brandy,1,Brandy,1.5
Jamaica Granito,Brandy,2,Triple Sec,1
Jamaica Granito,Brandy,3,Lemon or Orange Sherbet,1
Gin Sling,Cocktail Classics,1,Powdered Sugar,1
Gin Sling,Cocktail Classics,2,Water,1
Gin Sling,Cocktail Classics,3,Juice of a Lemon,0.5
Gin Sling,Cocktail Classics,4,Gin,2
Gin Milk Punch,Cocktail Classics,1,Powdered Sugar,1
Gin Milk Punch,Cocktail Classics,2,Gin,2
Gin Milk Punch,Cocktail Classics,3,Milk,1
Horse's Neck (With A Kick),Whiskies,1,Wide spiral of lemon zest,1
Horse's Neck (With A Kick),Whiskies,2,Bourbon whiskey,2
Horse's Neck (With A Kick),Whiskies,3,Ginger ale,1
Gin and It,Cocktail Classics,1,Gin,2
Gin and It,Cocktail Classics,2,Sweet Vermouth,1
Gin Cocktail,Cocktail Classics,1,Gin,2
Gin Cocktail,Cocktail Classics,2,Bitters,0.04
West Side,Vodka,1,lemon-flavored vodka,1.5
West Side,Vodka,2,Fresh lemon juice,0.75
West Side,Vodka,3,Simple Syrup,0.5
West Side,Vodka,4,Fresh mint leaves,NA
Gimlet,Cocktail Classics,1,Lime Juice,1
Gimlet,Cocktail Classics,2,Powdered Sugar,1
Gimlet,Cocktail Classics,3,Gin,1.5
Free Silver,Cocktail Classics,1,Juice of a Lemon,0.25
Free Silver,Cocktail Classics,2,Powdered Sugar,0.5
Free Silver,Cocktail Classics,3,Gin,1.5
Free Silver,Cocktail Classics,4,Dark rum,0.5
Free Silver,Cocktail Classics,5,Milk,1
Frankenjack Cocktail,Cocktail Classics,1,Gin,1
Frankenjack Cocktail,Cocktail Classics,2,Dry Vermouth,0.75
Frankenjack Cocktail,Cocktail Classics,3,Apricot Flavored Brandy,0.5
Frankenjack Cocktail,Cocktail Classics,4,Triple Sec,1
Frankenjack Cocktail,Cocktail Classics,5,Juice of a Lime,0.5
Frankenjack Cocktail,Cocktail Classics,6,Gin & ginger ale,1.5
Fog Horn,Cocktail Classics,1,Juice of a Lime,0.5
Fog Horn,Cocktail Classics,2,Gin & ginger ale,1.5
Fog Horn,Cocktail Classics,3,Gin,2
Fog Horn,Cocktail Classics,4,Triple Sec,1
Flying Dutchman,Cocktail Classics,1,Gin,2
Flying Dutchman,Cocktail Classics,2,Triple Sec,1
Hoot Mon Cocktail,Whiskies,1,Blended Scotch Whiskey,1.5
Hoot Mon Cocktail,Whiskies,2,Sweet Vermouth,0.75
Hoot Mon Cocktail,Whiskies,3,Benedictine,1
Fifty-Fifty Cocktail,Cocktail Classics,1,Gin,1.5
Fifty-Fifty Cocktail,Cocktail Classics,2,Dry Vermouth,1.5
Favorite Cocktail,Cocktail Classics,1,Apricot Flavored Brandy,0.75
Favorite Cocktail,Cocktail Classics,2,Dry Vermouth,0.75
Favorite Cocktail,Cocktail Classics,3,Gin,0.75
Favorite Cocktail,Cocktail Classics,4,Lemon Juice,0.25
Farmer's Cocktail,Cocktail Classics,1,Gin,1
Farmer's Cocktail,Cocktail Classics,2,Dry Vermouth,0.5
Farmer's Cocktail,Cocktail Classics,3,Sweet Vermouth,0.5
Farmer's Cocktail,Cocktail Classics,4,Bitters,0.04
Warsaw Cocktail,Vodka,1,Vodka,1.5
Warsaw Cocktail,Vodka,2,Blackberry-flavored brandy,0.5
Warsaw Cocktail,Vodka,3,Dry Vermouth,0.5
Warsaw Cocktail,Vodka,4,Fresh lemon juice,1
Emerald Isle Cocktail,Cocktail Classics,1,Gin,2
Emerald Isle Cocktail,Cocktail Classics,2,Green creme de menthe,1
Emerald Isle Cocktail,Cocktail Classics,3,Bitters,0.06
Du Barry Cocktail,Cocktail Classics,1,Bitters,0.02
Du Barry Cocktail,Cocktail Classics,2,Dry Vermouth,0.75
Du Barry Cocktail,Cocktail Classics,3,Anisette,0.5
Du Barry Cocktail,Cocktail Classics,4,Gin,1.5
Dry Martini (5-to-1),Cocktail Classics,1,Gin,1.6666666666666665
Dry Martini (5-to-1),Cocktail Classics,2,Dry Vermouth,0.3333333333333333
Dixie Cocktail,Cocktail Classics,1,Juice of Orange,0.25
Dixie Cocktail,Cocktail Classics,2,Anisette,1
Dixie Cocktail,Cocktail Classics,3,Dry Vermouth,0.5
Dixie Cocktail,Cocktail Classics,4,Gin,1
Delmonico No. 2,Cocktail Classics,1,Orange Bitters,0.02
Delmonico No. 2,Cocktail Classics,2,Dry Vermouth,1
Delmonico No. 2,Cocktail Classics,3,Gin,1.5
Hole-In-One,Whiskies,1,Blended Scotch Whiskey,1.75
Hole-In-One,Whiskies,2,Dry Vermouth,0.75
Hole-In-One,Whiskies,3,Fresh lemon juice,0.25
Hole-In-One,Whiskies,4,Orange Bitters,0.02
Vodka Stinger,Vodka,1,Vodka,1
Vodka Stinger,Vodka,2,White creme de menthe,1
Caruso,Cocktail Classics,1,Gin,1.5
Caruso,Cocktail Classics,2,Dry Vermouth,1
Caruso,Cocktail Classics,3,Green creme de menthe,0.5
Bulldog Highball,Cocktail Classics,1,Juice of Orange,0.5
Bulldog Highball,Cocktail Classics,2,Gin,2
Brown Cocktail,Cocktail Classics,1,Gin,0.75
Brown Cocktail,Cocktail Classics,2,Light Rum,0.75
Brown Cocktail,Cocktail Classics,3,Dry Vermouth,0.75
Bronx Terrace Cocktail,Cocktail Classics,1,Gin,1.5
Bronx Terrace Cocktail,Cocktail Classics,2,Dry Vermouth,1.5
Bronx Terrace Cocktail,Cocktail Classics,3,Juice of a Lime,0.5
Bronx Cocktail (Dry),Cocktail Classics,1,Gin,1
Bronx Cocktail (Dry),Cocktail Classics,2,Dry Vermouth,1
Bronx Cocktail (Dry),Cocktail Classics,3,Juice of Orange,0.25
Hill Dog,Whiskies,1,White whiskey,1.5
Hill Dog,Whiskies,2,Grand Marnier,0.5
Hill Dog,Whiskies,3,Dry Sherry,0.5
Hill Dog,Whiskies,4,Lavender Syrup,0.5
Blue Devil Cocktail,Cocktail Classics,1,Gin,1
Blue Devil Cocktail,Cocktail Classics,2,Juice of Lemon or Lime,NA
Blue Devil Cocktail,Cocktail Classics,3,Maraschino,1
Blue Devil Cocktail,Cocktail Classics,4,Blue curacao,0.5
Blue Canary,Cocktail Classics,1,Gin,0.75
Blue Canary,Cocktail Classics,2,Grapefruit Juice,3
Blue Canary,Cocktail Classics,3,Blue curacao,1
Blue Bird,Cocktail Classics,1,Gin,1.5
Blue Bird,Cocktail Classics,2,Triple Sec,0.5
Blue Bird,Cocktail Classics,3,Bitters,0.02
Bloodhound Cocktail,Cocktail Classics,1,Dry Vermouth,0.5
Bloodhound Cocktail,Cocktail Classics,2,Sweet Vermouth,0.5
Bloodhound Cocktail,Cocktail Classics,3,Gin,1
Billy Taylor,Cocktail Classics,1,Juice of a Lime,0.5
Billy Taylor,Cocktail Classics,2,Gin,2
Bijou Cocktail,Cocktail Classics,1,Gin,0.75
Bijou Cocktail,Cocktail Classics,2,Green Chartreuse,0.75
Bijou Cocktail,Cocktail Classics,3,Sweet Vermouth,0.75
Bijou Cocktail,Cocktail Classics,4,Orange Bitters,0.02
Bermuda Rose,Cocktail Classics,1,Gin,1.25
Bermuda Rose,Cocktail Classics,2,Apricot Flavored Brandy,1.5
Bermuda Rose,Cocktail Classics,3,Grenadine,1.5
Vodka Sour,Vodka,1,Vodka,2
Vodka Sour,Vodka,2,Vodka,2
Vodka Sour,Vodka,3,Fresh lemon juice,0.75
Vodka Sour,Vodka,4,Simple Syrup,0.75
Apricot Anisette Collins,Cocktail Classics,1,Gin,1.5
Apricot Anisette Collins,Cocktail Classics,2,Apricot Flavored Brandy,0.5
Apricot Anisette Collins,Cocktail Classics,3,Anisette,1.5
Apricot Anisette Collins,Cocktail Classics,4,Lemon Juice,1
Alexander's Sister Cocktail,Cocktail Classics,1,Dry gin,1
Alexander's Sister Cocktail,Cocktail Classics,2,Green creme de menthe,1
Alexander's Sister Cocktail,Cocktail Classics,3,Light cream,1
Highland Cooler,Whiskies,1,Blended Scotch Whiskey,2
Highland Cooler,Whiskies,2,Simple Syrup,0.5
Alexander Cocktail No. 1,Cocktail Classics,1,Gin,1
Alexander Cocktail No. 1,Cocktail Classics,2,Creme de Cacao (White),1
Alexander Cocktail No. 1,Cocktail Classics,3,Light cream,1
Adam and Eve,Cocktail Classics,1,Forbidden Fruit,1
Adam and Eve,Cocktail Classics,2,Gin,1
Adam and Eve,Cocktail Classics,3,Brandy,1
Adam and Eve,Cocktail Classics,4,Lemon Juice,1
Vodka Sling,Vodka,1,Vodka,2
Vodka Sling,Vodka,2,Fresh lemon juice,1
Vodka Sling,Vodka,3,Simple Syrup,0.5
Jack Rose Cocktail,Brandy,1,Applejack,1.5
Jack Rose Cocktail,Brandy,2,Fresh Lime Juice,0.5
Jack Rose Cocktail,Brandy,3,Grenadine,0.25
Tempter Cocktail,Cocktail Classics,1,Port,1
Tempter Cocktail,Cocktail Classics,2,Apricot Flavored Brandy,1
Special Rough Cocktail,Cocktail Classics,1,Apple Brandy,1.5
Special Rough Cocktail,Cocktail Classics,2,Brandy,1.5
Special Rough Cocktail,Cocktail Classics,3,Anisette,0.5
Vodka Grasshopper,Vodka,1,Vodka,0.75
Vodka Grasshopper,Vodka,2,Green creme de menthe,0.75
Vodka Grasshopper,Vodka,3,White creme de cacao,0.75
Vodka Grasshopper,Vodka,4,half-and-half,0.75
Singapore Sling,Cocktail Classics,1,Juice of a Lemon,0.5
Singapore Sling,Cocktail Classics,2,Powdered Sugar,1
Singapore Sling,Cocktail Classics,3,Gin,2
Singapore Sling,Cocktail Classics,5,cherry-flavored brandy,0.5
Saratoga Cocktail,Cocktail Classics,1,Brandy,2
Saratoga Cocktail,Cocktail Classics,2,Bitters,0.04
Saratoga Cocktail,Cocktail Classics,3,Lemon Juice,1
Saratoga Cocktail,Cocktail Classics,4,Pineapple Juice,1
Saratoga Cocktail,Cocktail Classics,5,Maraschino,0.5
High Cotton,Whiskies,1,Straight rye whiskey,2
High Cotton,Whiskies,2,Pimm's No. 1 Cup,0.5
High Cotton,Whiskies,3,Dubonnet Rouge,0.5
High Cotton,Whiskies,4,Peach bitters,0.04
Polonaise,Cocktail Classics,1,Brandy,1.5
Polonaise,Cocktail Classics,2,Blackberry-flavored brandy,1
Polonaise,Cocktail Classics,3,Dry Sherry,0.5
Polonaise,Cocktail Classics,4,Lemon Juice,1
Vodka Gimlet,Vodka,1,Vodka,1.5
Vodka Gimlet,Vodka,2,Fresh Lime Juice,1
Vodka Gimlet,Vodka,3,Simple Syrup,0.5
Merry Widow Cocktail No. 2,Cocktail Classics,1,Maraschino,1.25
Merry Widow Cocktail No. 2,Cocktail Classics,2,cherry-flavored brandy,1.25
Lugger,Cocktail Classics,1,Brandy,1
Lugger,Cocktail Classics,2,Apple Brandy,1
Lugger,Cocktail Classics,3,Apricot Flavored Brandy,1
Jamaica Hop,Cocktail Classics,1,Coffee-flavored brandy,1
Jamaica Hop,Cocktail Classics,2,Creme de Cacao (White),1
Jamaica Hop,Cocktail Classics,3,Light cream,1
Hebrides,Whiskies,1,Single-malt Scotch whisky,1.5
Hebrides,Whiskies,2,Maraschino liqueur,0.5
Hebrides,Whiskies,3,Triple Sec,0.5
Hebrides,Whiskies,4,Apple juice,2
Hebrides,Whiskies,5,Fresh lemon juice,0.5
Hebrides,Whiskies,6,Angostura Bitters,0.02
Hennessy Martini,Cocktail Classics,1,Hennessy V.S Cognac,2
