name,category,ingredient_number,ingredient,amount
Prairie Oyster,Cocktail Classics,4,Vinegar,1
Prairie Oyster,Cocktail Classics,5,Pepper,1
Prairie Chicken,Cocktail Classics,1,Gin,1
Prairie Chicken,Cocktail Classics,2,Whole Egg,1
Pousse L'Amour,Cocktail Classics,1,Maraschino,1
Pousse L'Amour,Cocktail Classics,2,Egg Yolk,1
Pousse L'Amour,Cocktail Classics,3,Benedictine,0.5
Pousse L'Amour,Cocktail Classics,4,Brandy,0.5
Puerto Apple,Cocktail Classics,1,Applejack,1.5
Puerto Apple,Cocktail Classics,2,Light Rum,0.75
Puerto Apple,Cocktail Classics,3,Lime Juice,1
Puerto Apple,Cocktail Classics,4,Orgeat Syrup,1
Akogare,Whiskies,1,Straight rye whiskey,1.5
Akogare,Whiskies,2,Ginger syrup,0.75
Akogare,Whiskies,3,"Cold brewed black tea, preferably Japanese",0.75
Akogare,Whiskies,4,Fresh lemon juice,0.75
Prado,Cocktail Classics,1,Tequila,1.5
Prado,Cocktail Classics,2,Lemon Juice,0.75
Prado,Cocktail Classics,3,Maraschino,1
Prado,Cocktail Classics,4,Egg White,0.5
Prado,Cocktail Classics,5,Grenadine,1
Port Wine Flip,Cocktail Classics,1,Whole Egg,1
Port Wine Flip,Cocktail Classics,2,Powdered Sugar,1
Port Wine Flip,Cocktail Classics,3,Port,1.5
Port Wine Flip,Cocktail Classics,4,Light Cream (if desired),2
Port Wine Cobbler,Cocktail Classics,1,powdered sugar,0.16666666666666666
Port Wine Cobbler,Cocktail Classics,2,carbonated water,2
Port Wine Cobbler,Cocktail Classics,4,port,3
Nijinksy Blini,Vodka,1,Vodka,1
Nijinksy Blini,Vodka,2,Peach schnapps,1
Nijinksy Blini,Vodka,3,Peach puree,1
Nijinksy Blini,Vodka,4,Fresh lemon juice,0.25
Affinity Cocktail (whisky),Whiskies,1,Blended Scotch Whiskey,1
Affinity Cocktail (whisky),Whiskies,2,Dry Vermouth,1
Affinity Cocktail (whisky),Whiskies,3,Sweet Vermouth,1
Affinity Cocktail (whisky),Whiskies,4,Orange Bitters,0.06
Plain Vermouth Cocktail,Cocktail Classics,1,Dry Vermouth,1
Plain Vermouth Cocktail,Cocktail Classics,2,Sweet Vermouth,1
Plain Vermouth Cocktail,Cocktail Classics,3,Orange Bitters,0.02
Ping-Pong Cocktail,Cocktail Classics,1,Juice of a Lemon,0.25
Ping-Pong Cocktail,Cocktail Classics,2,Egg White,1
Ping-Pong Cocktail,Cocktail Classics,3,Sloe gin,2
Moscow Mule,Vodka,1,Vodka,1.5
Moscow Mule,Vodka,2,Fresh Lime Juice,0.5
Phoebe Snow,Cocktail Classics,1,Dubonnet,1.5
Phoebe Snow,Cocktail Classics,2,Brandy,1.5
Phoebe Snow,Cocktail Classics,3,Anis,0.5
Affinity Cocktail,Whiskies,1,Straight rye whiskey,2
Affinity Cocktail,Whiskies,2,Maraschino liqueur,0.75
Affinity Cocktail,Whiskies,3,Fresh lemon juice,0.75
Affinity Cocktail,Whiskies,4,Orange Bitters,0.04
Peggy Cocktail,Cocktail Classics,1,Dry Vermouth,0.75
Peggy Cocktail,Cocktail Classics,2,Gin,1.5
Peggy Cocktail,Cocktail Classics,3,Anis,0.25
Peggy Cocktail,Cocktail Classics,4,Dubonnet,0.25
Peach Blow Fizz,Cocktail Classics,1,Juice of a Lemon,0.5
Peach Blow Fizz,Cocktail Classics,2,Powdered Sugar,1
Peach Blow Fizz,Cocktail Classics,3,Light cream,1
Peach Blow Fizz,Cocktail Classics,4,Gin,2
Peach Blow Fizz,Cocktail Classics,5,Peach,0.25
Peach Blossom,Cocktail Classics,1,Lemon Juice,1
Peach Blossom,Cocktail Classics,2,Powdered Sugar,0.5
Peach Blossom,Cocktail Classics,3,Gin,2
Peach Blossom,Cocktail Classics,4,Peach,0.5
Passion Mimosa,Cocktail Classics,1,Chilled Passion Fruit Juice,2
Mocha Express,Vodka,1,Vodka,1.5
Mocha Express,Vodka,2,Irish cream liqueur,0.75
Mocha Express,Vodka,3,Coffee liqueur,0.75
Mocha Express,Vodka,4,Cold brewed espresso coffee,0.75
Palmer Cocktail,Cocktail Classics,1,Blended whiskey,2
Palmer Cocktail,Cocktail Classics,2,Bitters,0.02
Palmer Cocktail,Cocktail Classics,3,Lemon Juice,0.5
Mr. 404,Vodka,1,Vodka,1.5
Mr. 404,Vodka,2,Elderflower liqueur,0.75
Mr. 404,Vodka,3,Fresh lemon juice,0.75
Mr. 404,Vodka,4,Simple Syrup,0.5
Mr. 404,Vodka,5,Aperol,0.5
Mountain Cocktail,Cocktail Classics,1,Egg White,1
Mountain Cocktail,Cocktail Classics,2,Lemon Juice,0.25
Mountain Cocktail,Cocktail Classics,3,Dry Vermouth,0.25
Mountain Cocktail,Cocktail Classics,4,Sweet Vermouth,0.25
Mountain Cocktail,Cocktail Classics,5,Blended whiskey,1.5
Morning Glory Fizz,Cocktail Classics,1,Juice of a Lemon,0.5
Morning Glory Fizz,Cocktail Classics,2,Powdered Sugar,1
Morning Glory Fizz,Cocktail Classics,3,Egg White,1
Morning Glory Fizz,Cocktail Classics,4,Anis,0.5
Morning Glory Fizz,Cocktail Classics,5,Scotch,2
Adderly Cocktail,Whiskies,1,Straight rye whiskey,2
Adderly Cocktail,Whiskies,2,Maraschino liqueur,0.75
Adderly Cocktail,Whiskies,3,Orange Bitters,0.04
Adderly Cocktail,Whiskies,4,Fresh lemon juice,0.75
Fancy Brandy,Brandy,1,Brandy,2
Fancy Brandy,Brandy,2,Triple Sec,0.25
Fancy Brandy,Brandy,3,Simple Syrup,0.25
Fancy Brandy,Brandy,4,Angostura Bitters,0.02
Montreal Gin Sour,Cocktail Classics,1,Gin,1
Montreal Gin Sour,Cocktail Classics,2,Lemon Juice,1
Montreal Gin Sour,Cocktail Classics,3,Egg White,0.5
Montreal Gin Sour,Cocktail Classics,4,Powdered Sugar,1
Montezuma,Cocktail Classics,1,Tequila,1.5
Montezuma,Cocktail Classics,2,Madeira,1
Montezuma,Cocktail Classics,3,Egg Yolk,1
Montezuma,Cocktail Classics,4,Crushed ice,0.5
Miss Jones,Vodka,1,Vanilla-flavored vodka,1.5
Miss Jones,Vodka,2,Fresh lemon juice,1
Miss Jones,Vodka,3,Butterscotch schnapps,0.5
Miss Jones,Vodka,4,Limoncello,0.5
Mint Gin Cocktail,Cocktail Classics,1,Mint-Flavored Gin,1
Mint Gin Cocktail,Cocktail Classics,2,White Port Wine,1
Mint Gin Cocktail,Cocktail Classics,3,Dry Vermouth,1.5
Mint Collins,Cocktail Classics,1,Juice of a Lemon,0.5
Mint Collins,Cocktail Classics,2,Mint-Flavored Gin,2
Million-Dollar Cocktail,Cocktail Classics,1,Pineapple Juice,2
Million-Dollar Cocktail,Cocktail Classics,2,Grenadine,1
Million-Dollar Cocktail,Cocktail Classics,3,Egg White,1
Million-Dollar Cocktail,Cocktail Classics,4,Sweet Vermouth,0.75
Million-Dollar Cocktail,Cocktail Classics,5,Gin,1.5
Millionaire Cocktail,Cocktail Classics,1,Egg White,1
Millionaire Cocktail,Cocktail Classics,2,Grenadine,0.25
Millionaire Cocktail,Cocktail Classics,3,Triple Sec,0.5
Millionaire Cocktail,Cocktail Classics,4,Blended whiskey,1.5
Academic Review,Whiskies,1,Irish Whiskey,1.5
Academic Review,Whiskies,2,Applejack,0.5
Academic Review,Whiskies,3,Amaro Nonino,0.5
Academic Review,Whiskies,4,Rye Whiskey,0.5
Academic Review,Whiskies,5,Demerara Syrup,0.25
Academic Review,Whiskies,6,Mole bitters 1 oz,0.04
Milk Punch,Cocktail Classics,1,Powdered Sugar,1
Milk Punch,Cocktail Classics,2,Blended whiskey,2
Milk Punch,Cocktail Classics,3,Milk,1
Merry Widow Fizz,Cocktail Classics,1,Juice of Orange,0.5
Merry Widow Fizz,Cocktail Classics,2,Juice of a Lemon,0.5
Merry Widow Fizz,Cocktail Classics,3,Egg White,1
Merry Widow Fizz,Cocktail Classics,4,Powdered Sugar,1
Merry Widow Fizz,Cocktail Classics,5,Sloe gin,1.5
May Blossom Fizz,Cocktail Classics,1,Grenadine,1
May Blossom Fizz,Cocktail Classics,2,Juice of a Lemon,0.5
May Blossom Fizz,Cocktail Classics,3,Swedish Punch,2
Mary Garden Cocktail,Cocktail Classics,1,Dubonnet,1.5
Mary Garden Cocktail,Cocktail Classics,2,Dry Vermouth,0.75
19th Century,Whiskies,1,Bourbon whiskey,1.5
19th Century,Whiskies,2,Fresh lemon juice,0.75
19th Century,Whiskies,3,White creme de cacao,0.75
19th Century,Whiskies,4,Lillet Rouge,0.75
Manila Fizz,Cocktail Classics,1,Gin,2
Manila Fizz,Cocktail Classics,2,Whole Egg,1
Manila Fizz,Cocktail Classics,3,Powdered Sugar,1
Manila Fizz,Cocktail Classics,4,Root Beer,2
Manila Fizz,Cocktail Classics,5,Juice of a Lime,0.5
1626,Whiskies,1,Bourbon whiskey,2.5
1626,Whiskies,2,Gingerbread liqueur,0.75
1626,Whiskies,3,cherry-flavored brandy,0.5
1626,Whiskies,4,Angostura Bitters,0.04
1626,Whiskies,5,Italian preserved cherry,1
Maracuya Mosquito,Vodka,1,Fresh basil leaves,4
Maracuya Mosquito,Vodka,2,Vodka,1.5
Maracuya Mosquito,Vodka,3,Green Chartreuse,0.5
Maracuya Mosquito,Vodka,4,Fresh Lime Juice,0.5
Maracuya Mosquito,Vodka,5,Simple Syrup,0.5
Maracuya Mosquito,Vodka,6,"Passion Fruit Juice, basil leaf",1
Madras,Vodka,1,Vodka,1.5
Madras,Vodka,2,Cranberry Juice,4
Madras,Vodka,3,Orange juice,1
Absinthe Cocktail,Cocktail Classics,1,Absinthe Substitute,1.5
Absinthe Cocktail,Cocktail Classics,2,Water,2
Absinthe Cocktail,Cocktail Classics,3,Old Mr. Boston Anisette,1.5
Absinthe Cocktail,Cocktail Classics,4,Orange Bitters,0.02
Lychee Lucy,Vodka,1,Vodka,1.5
Lychee Lucy,Vodka,2,Lychee liqueur,0.5
Lychee Lucy,Vodka,3,Fresh orange juice,0.5
Lychee Lucy,Vodka,4,Pineapple Juice,0.5
Lychee Lucy,Vodka,5,Angostura Bitters,0.04
Vodka Martini,Cocktail Classics,1,Mr. Boston Vodka,1.5
Vodka Martini,Cocktail Classics,2,Dry Vermouth,0.75
The Loop,Vodka,1,Black cherry-flavored vodka,2
The Loop,Vodka,2,White creme de cacao,0.5
The Loop,Vodka,3,Chile Syrup,0.5
Long Island Iced Tea,Vodka,1,Vodka,0.75
Long Island Iced Tea,Vodka,2,Blanco tequila,0.75
Long Island Iced Tea,Vodka,3,Gin,0.75
Long Island Iced Tea,Vodka,4,Light Rum,0.75
Long Island Iced Tea,Vodka,5,Triple Sec,0.75
Long Island Iced Tea,Vodka,6,"Simple Syrup, 1/2 oz",0.5
Fallen Leaves,Brandy,1,Calvados,0.75
Fallen Leaves,Brandy,2,Sweet Vermouth,0.75
Fallen Leaves,Brandy,3,Dry Vermouth,0.25
Fallen Leaves,Brandy,4,Brandy,1
L'italienne,Vodka,1,Vodka,2
L'italienne,Vodka,2,Lillet Blanc,0.25
L'italienne,Vodka,3,Ramazzotti Amaro,0.25
L'italienne,Vodka,4,Orange Bitters,0.02
Rum Dubonnet,Cocktail Classics,1,Light Rum,1.5
Rum Dubonnet,Cocktail Classics,2,Dubonnet,1.5
Rum Dubonnet,Cocktail Classics,3,Lemon Juice,1
Ruby Fizz,Cocktail Classics,1,Juice of a Lemon,0.5
Ruby Fizz,Cocktail Classics,2,Powdered Sugar,1
Ruby Fizz,Cocktail Classics,3,Egg White,1
Ruby Fizz,Cocktail Classics,4,Grenadine,1
Ruby Fizz,Cocktail Classics,5,Sloe gin,2
Limoncello Manzanilla Marmalade Sour,Vodka,1,Citrus-flavored vodka,1.5
Limoncello Manzanilla Marmalade Sour,Vodka,2,Limoncello,0.75
Limoncello Manzanilla Marmalade Sour,Vodka,3,Manzanilla sherry,0.75
Limoncello Manzanilla Marmalade Sour,Vodka,4,Fresh lemon juice,0.75
Limoncello Manzanilla Marmalade Sour,Vodka,5,Grapefruit marmalade,1
Royal Purple Punch,Cocktail Classics,1,red wine,51.2
Royal Gin Fizz,Cocktail Classics,1,Juice of a Lemon,0.5
Royal Gin Fizz,Cocktail Classics,2,Powdered Sugar,1
Royal Gin Fizz,Cocktail Classics,3,Gin,2
Royal Gin Fizz,Cocktail Classics,4,Whole Egg,1
Royal Cocktail,Cocktail Classics,1,Whole Egg,1
Royal Cocktail,Cocktail Classics,2,Juice of a Lemon,0.5
Royal Cocktail,Cocktail Classics,3,Powdered Sugar,0.5
Royal Cocktail,Cocktail Classics,4,Gin,1.5
Royal Clover Club Cocktail,Cocktail Classics,1,Juice of a Lime,1
Royal Clover Club Cocktail,Cocktail Classics,2,Grenadine,1
Royal Clover Club Cocktail,Cocktail Classics,3,Egg Yolk,1
Royal Clover Club Cocktail,Cocktail Classics,4,Gin,1.5
Lights On The Plaza,Vodka,1,"Cucumber slices, chopped",NA
Lights On The Plaza,Vodka,2,Fresh lemon juice,0.5
Lights On The Plaza,Vodka,3,Simple Syrup,0.5
Lights On The Plaza,Vodka,4,Acai berry flavored vodka,1.5
Lights On The Plaza,Vodka,5,Black raspberry liqueur,0.5
Lights On The Plaza,Vodka,6,"Sparkling wine, raspberry and cucumber",1
Rococo,Cocktail Classics,1,Cherry Vodka,1
Rococo,Cocktail Classics,2,Orange Juice,1
Rococo,Cocktail Classics,3,Triple Sec,0.5
Rock & Rye Cooler,Cocktail Classics,1,Rock and Rye,1
Rock & Rye Cooler,Cocktail Classics,2,Vodka,1.5
Rock & Rye Cooler,Cocktail Classics,3,Lime Juice,1
Rock & Rye Cocktail,Cocktail Classics,1,Rock and Rye,1
Rock & Rye Cocktail,Cocktail Classics,2,White Port Wine,1
Rock & Rye Cocktail,Cocktail Classics,3,Dry Vermouth,1.5
Le Paradini,Vodka,1,Vodka,1.5
Le Paradini,Vodka,2,Raspberry-flavored liqueur,0.5
Le Paradini,Vodka,3,Grand Marnier,0.5
Le Paradini,Vodka,4,Chilled Champagne,1
Red Swizzle,Cocktail Classics,1,Juice of a Lime,1
Red Swizzle,Cocktail Classics,2,Powdered Sugar,1
Red Swizzle,Cocktail Classics,3,Carbonated Water,2
Red Swizzle,Cocktail Classics,4,Gin,2
Red Swizzle,Cocktail Classics,5,Bitters,0.04
Red Swizzle,Cocktail Classics,6,Grenadine,1
Lemon Drop,Vodka,1,"Lemon wedge, superfine sugar",NA
Lemon Drop,Vodka,2,lemon-flavored vodka,1.5
Lemon Drop,Vodka,3,Fresh lemon juice,0.75
Lemon Drop,Vodka,4,Simple Syrup,0.25
Rebel Charge,Cocktail Classics,1,Bourbon,1
Rebel Charge,Cocktail Classics,2,Triple Sec,0.5
Rebel Charge,Cocktail Classics,3,Orange Juice,1
Rebel Charge,Cocktail Classics,4,Lemon Juice,1
Rebel Charge,Cocktail Classics,5,Egg White,0.5
Rattlesnake Cocktail,Cocktail Classics,1,Blended whiskey,1.5
Rattlesnake Cocktail,Cocktail Classics,2,Egg White,1
Rattlesnake Cocktail,Cocktail Classics,3,Lemon Juice,1
Rattlesnake Cocktail,Cocktail Classics,4,Powdered Sugar,0.5
Rattlesnake Cocktail,Cocktail Classics,5,Anis,0.25
Ramos Fizz,Cocktail Classics,1,Juice of a Lemon,0.5
Ramos Fizz,Cocktail Classics,2,Egg White,1
Ramos Fizz,Cocktail Classics,3,Powdered Sugar,1
Ramos Fizz,Cocktail Classics,4,Gin,2
Ramos Fizz,Cocktail Classics,5,Light cream,1
Ramos Fizz,Cocktail Classics,6,Triple Sec,0.5
San Francisco,Cocktail Classics,1,Sloe gin,0.75
San Francisco,Cocktail Classics,2,Sweet Vermouth,0.75
San Francisco,Cocktail Classics,3,Dry Vermouth,0.75
San Francisco,Cocktail Classics,4,Bitters,0.02
San Francisco,Cocktail Classics,5,Orange Bitters,0.02
Sand-Martini Cocktail,Cocktail Classics,1,Green Chartreuse,1
Sand-Martini Cocktail,Cocktail Classics,2,Sweet Vermouth,1.5
Sand-Martini Cocktail,Cocktail Classics,3,Gin,1.5
Sand-Martini Cocktail,Cocktail Classics,6,Sake,1
Sake Martini (Sakini),Cocktail Classics,1,Sake,1
Sake Martini (Sakini),Cocktail Classics,2,Gin,3
Lemon Crush,Vodka,1,"Lemon wedge, superfine sugar",NA
Lemon Crush,Vodka,2,Citrus-flavored vodka,1.5
Lemon Crush,Vodka,3,Crema di limoncello,0.5
Lemon Crush,Vodka,4,Triple Sec,0.5
Lemon Crush,Vodka,5,Fresh lemon juice,1
Rye Whiskey Cocktail,Cocktail Classics,1,Bitters,0.02
Rye Whiskey Cocktail,Cocktail Classics,2,Powdered Sugar,1
Rye Whiskey Cocktail,Cocktail Classics,3,Rye Whiskey,2
Leaves Of Grass,Vodka,1,Aquavit,1.5
Leaves Of Grass,Vodka,2,Old Tom gin,0.5
Leaves Of Grass,Vodka,3,Demerara Syrup,0.5
Leaves Of Grass,Vodka,4,Orange Bitters,0.04
Leaves Of Grass,Vodka,5,Absinthe,1
Widow's Dream,Cocktail Classics,1,Benedictine,1.5
Widow's Dream,Cocktail Classics,2,Whole Egg,1
Whiskey Flip,Cocktail Classics,1,Whole Egg,1
Whiskey Flip,Cocktail Classics,2,Powdered Sugar,1
Whiskey Flip,Cocktail Classics,3,Blended whiskey,1
Whiskey Flip,Cocktail Classics,4,Light Cream (if desired),2
L.A. Sunrise,Vodka,1,Vodka,1
L.A. Sunrise,Vodka,2,Creme de banana,1
L.A. Sunrise,Vodka,3,Fresh orange juice,2
L.A. Sunrise,Vodka,4,Pineapple Juice,2
L.A. Sunrise,Vodka,5,Dark rum,0.25
White Rose Cocktail,Cocktail Classics,1,Gin,0.75
White Rose Cocktail,Cocktail Classics,2,Orange Juice,1
White Rose Cocktail,Cocktail Classics,3,Juice of a Lime,1
White Rose Cocktail,Cocktail Classics,4,Maraschino,0.5
White Rose Cocktail,Cocktail Classics,5,Egg White,1
White Plush,Cocktail Classics,1,Blended whiskey,2
White Plush,Cocktail Classics,2,Milk,1
White Plush,Cocktail Classics,3,Powdered Sugar,1
White Elephant,Cocktail Classics,1,Gin,1.5
White Elephant,Cocktail Classics,2,Sweet Vermouth,1
White Elephant,Cocktail Classics,3,Egg White,1
Whiskey Toddy (cold),Cocktail Classics,1,Powdered Sugar,0.5
Whiskey Toddy (cold),Cocktail Classics,2,Water,2
Whiskey Toddy (cold),Cocktail Classics,3,Blended whiskey,2
Kretchma Cocktail,Vodka,1,Vodka,1
Kretchma Cocktail,Vodka,2,White creme de cacao,1
Kretchma Cocktail,Vodka,3,Fresh lemon juice,0.25
Kretchma Cocktail,Vodka,4,Grenadine,0.25
Whiskey Skin,Cocktail Classics,1,lump of sugar,NA
Whiskey Skin,Cocktail Classics,3,blended whiskey,2
Whiskey Milk Punch,Cocktail Classics,1,Powdered Sugar,1
Whiskey Milk Punch,Cocktail Classics,2,Blended whiskey,2
Katana,Vodka,1,Cucumber slices,3
Katana,Vodka,2,Vodka,1.5
Katana,Vodka,3,Sake,0.5
Katana,Vodka,4,Fresh Lime Juice,0.75
Katana,Vodka,5,Simple Syrup,0.75
Katana,Vodka,6,Cucumber,1
Ethel Duffy Cocktail,Brandy,1,Apricot-Flavored Brandy,0.75
Ethel Duffy Cocktail,Brandy,2,White creme de menthe,0.75
Ethel Duffy Cocktail,Brandy,3,Triple Sec,0.75
Daiquiri,Cocktail Classics,1,Light Rum,2
Daiquiri,Cocktail Classics,2,Fresh Lime Juice,0.75
Daiquiri,Cocktail Classics,3,Simple Syrup,0.75
Wembley Cocktail,Cocktail Classics,1,Dry Vermouth,0.75
Wembley Cocktail,Cocktail Classics,2,Gin,1.5
Wembley Cocktail,Cocktail Classics,3,Apricot-Flavored Brandy,0.25
Wembley Cocktail,Cocktail Classics,4,Apple Brandy,0.5
Weep-No-More Cocktail,Cocktail Classics,1,Juice of a Lime,0.5
Weep-No-More Cocktail,Cocktail Classics,2,Dubonnet,0.75
Weep-No-More Cocktail,Cocktail Classics,3,Brandy,0.75
Weep-No-More Cocktail,Cocktail Classics,4,Maraschino,0.25
Jungle Juice,Vodka,1,Vodka,1
Jungle Juice,Vodka,2,Light Rum,1
Jungle Juice,Vodka,3,Triple Sec,0.5
Jungle Juice,Vodka,4,"each Cranberry Juice, orange juice, pineapple juice, lemon juice",1
Jungle Juice,Vodka,5,Simple Syrup,1
Wedding Belle Cocktail,Cocktail Classics,1,Orange Juice,1.5
Wedding Belle Cocktail,Cocktail Classics,2,cherry-flavored brandy,1.5
Wedding Belle Cocktail,Cocktail Classics,3,Gin,0.75
Wedding Belle Cocktail,Cocktail Classics,4,Dubonnet,0.75
Waterloo,Cocktail Classics,1,Light Rum,1
Waterloo,Cocktail Classics,2,Orange Juice,3
Waterloo,Cocktail Classics,3,Mandarine Napoleon Liqueur,0.5
Waterbury Cocktail,Cocktail Classics,1,Powdered Sugar,0.5
Waterbury Cocktail,Cocktail Classics,2,Juice of a Lemon,0.25
Waterbury Cocktail,Cocktail Classics,3,Egg White,1
Waterbury Cocktail,Cocktail Classics,4,Brandy,1.5
Waterbury Cocktail,Cocktail Classics,5,Grenadine,0.5
Washington Cocktail,Cocktail Classics,1,Dry Vermouth,1.5
Washington Cocktail,Cocktail Classics,2,Brandy,0.75
Washington Cocktail,Cocktail Classics,3,Bitters,0.04
Washington Cocktail,Cocktail Classics,4,Sugar Syrup,0.5
The Jamaican Ten Speed,Vodka,1,Vodka,1
The Jamaican Ten Speed,Vodka,2,Melon liqueur,0.75
The Jamaican Ten Speed,Vodka,3,Creme de banana,0.25
The Jamaican Ten Speed,Vodka,4,Coconut-flavored rum,0.25
The Jamaican Ten Speed,Vodka,5,half-and-half,0.5
Twin Six Cocktail,Cocktail Classics,1,Gin,1
Twin Six Cocktail,Cocktail Classics,2,Sweet Vermouth,0.5
Twin Six Cocktail,Cocktail Classics,3,Grenadine,0.25
Twin Six Cocktail,Cocktail Classics,4,Orange Juice,1
Twin Six Cocktail,Cocktail Classics,5,Egg White,1
Jackie-O,Vodka,1,"Lime wedge, pink sanding sugar",NA
Jackie-O,Vodka,2,each Citrus-flavored vodka and orange-flavored vodka,0.5
Jackie-O,Vodka,3,Creme de Cassis,0.5
Jackie-O,Vodka,4,Apricot nectar,1
Jackie-O,Vodka,5,each Fresh lemon juice and cranberry juice,0.5
Tropical Heart,Cocktail Classics,1,Hot Shot Tropical Fruit Liqueur,1
Trois Rivieres,Cocktail Classics,1,Canadian whisky,1.5
Trois Rivieres,Cocktail Classics,2,Dubonnet,1
Trois Rivieres,Cocktail Classics,3,Triple Sec,1.5
Tovarich Cocktail,Cocktail Classics,1,Vodka,1.5
Tovarich Cocktail,Cocktail Classics,2,Kummel,0.75
Tovarich Cocktail,Cocktail Classics,3,Juice of a Lime,0.5
Italian Screwdriver,Vodka,1,"Lime wedge, superfine sugar",NA
Italian Screwdriver,Vodka,2,Citrus-flavored vodka,1.5
Italian Screwdriver,Vodka,3,Orange juice,3
Italian Screwdriver,Vodka,4,Grapefruit Juice,2
Italian Screwdriver,Vodka,5,Ginger ale,1
T.N.T. Cocktail No. 2,Cocktail Classics,1,Tequila,1
T.N.T. Cocktail No. 1,Cocktail Classics,1,Blended whiskey,1.5
T.N.T. Cocktail No. 1,Cocktail Classics,2,Anis,1.5
Ibiza,Vodka,1,Orange-flavored vodka,1
Ibiza,Vodka,2,Campari,0.5
Ibiza,Vodka,3,Grapefruit Juice,1
Ibiza,Vodka,4,Pomegranate molasses,1
Ibiza,Vodka,5,Peach schnapps,1
Ibiza,Vodka,6,"Apple schnapps, grapefruit twist",1
Thunder,Cocktail Classics,1,Powdered Sugar,1
Thunder,Cocktail Classics,2,Egg Yolk,1
Thunder,Cocktail Classics,3,Brandy,1.5
Thunder,Cocktail Classics,4,Cayenne Pepper,1
Huntsman Cocktail,Vodka,1,Vodka,1.5
Huntsman Cocktail,Vodka,2,Jamaica Rum,0.5
Huntsman Cocktail,Vodka,3,Fresh Lime Juice,0.5
Huntsman Cocktail,Vodka,4,Simple Syrup,0.5
Tequila Fizz,Cocktail Classics,1,Tequila,2
Tequila Fizz,Cocktail Classics,2,Grenadine,0.75
Tequila Fizz,Cocktail Classics,3,Lemon Juice,1
Tequila Fizz,Cocktail Classics,4,Egg White,1
Humpty Dumpty,Vodka,1,Vodka,2
Humpty Dumpty,Vodka,2,Orange juice,1
Humpty Dumpty,Vodka,3,Galliano,0.5
Humpty Dumpty,Vodka,4,Whole Egg,1
Humpty Dumpty,Vodka,5,Peychaud's Bitters,0.06
Tequila Cocktail,Cocktail Classics,1,Tequila,2
Tequila Cocktail,Cocktail Classics,2,Juice of a Lemon,0.5
Tequila Cocktail,Cocktail Classics,3,Grenadine,4
Tequila Cocktail,Cocktail Classics,4,Egg White,1
Temptation Cocktail,Cocktail Classics,1,Blended whiskey,1.5
Temptation Cocktail,Cocktail Classics,2,Triple Sec,0.5
Temptation Cocktail,Cocktail Classics,3,Anis,0.5
Temptation Cocktail,Cocktail Classics,4,Dubonnet,0.5
Tchoupitolas Street Guzzle,Cocktail Classics,1,Light Rum,1
Tahitian Tea,Cocktail Classics,1,Gin,0.5
Tahitian Tea,Cocktail Classics,2,Light Rum,0.5
Tahitian Tea,Cocktail Classics,3,Vodka,0.5
Tahitian Tea,Cocktail Classics,4,Hot Shot Tropical Fruit Liqueur,0.5
Tahitian Tea,Cocktail Classics,5,7-Up,1
Tahitian Tea,Cocktail Classics,6,each Cranberry Juice and orange juice,1
Limey,Cocktail Classics,1,Light Rum,1
Limey,Cocktail Classics,2,Lime Liqueur,1
Limey,Cocktail Classics,3,Triple Sec,0.5
Limey,Cocktail Classics,4,Lime Juice,2
Headless Horseman,Vodka,1,Vodka,2
Headless Horseman,Vodka,2,Angostura Bitters,0.06
Love Cocktail,Cocktail Classics,1,Sloe gin,2
Love Cocktail,Cocktail Classics,2,Egg White,1
Love Cocktail,Cocktail Classics,3,Lemon Juice,0.5
Love Cocktail,Cocktail Classics,4,Raspberry Juice,0.5
Los Angeles Cocktail,Cocktail Classics,1,Juice of a Lemon,0.5
Los Angeles Cocktail,Cocktail Classics,2,Powdered Sugar,1
Los Angeles Cocktail,Cocktail Classics,3,Whole Egg,1
Los Angeles Cocktail,Cocktail Classics,4,Sweet Vermouth,0.25
Los Angeles Cocktail,Cocktail Classics,5,Blended whiskey,1.5
Long Island Tea,Cocktail Classics,1,Vodka,0.5
Long Island Tea,Cocktail Classics,2,Gin,0.5
Long Island Tea,Cocktail Classics,3,Light Rum,0.5
Long Island Tea,Cocktail Classics,4,Tequila,0.5
Long Island Tea,Cocktail Classics,5,Juice of a Lemon,0.5
Harvey Wallbanger,Vodka,1,Vodka,1
Harvey Wallbanger,Vodka,2,Fresh orange juice,4
Harvey Wallbanger,Vodka,3,Galliano,0.5
Lime Giant,Cocktail Classics,1,Lime Vodka,2
Lil Naue,Cocktail Classics,1,Brandy,1
Lil Naue,Cocktail Classics,2,Port,0.5
Lil Naue,Cocktail Classics,3,Apricot-Flavored Brandy,0.5
Lil Naue,Cocktail Classics,4,Powdered Sugar,1
Lil Naue,Cocktail Classics,5,Egg Yolk,1
Harrington,Vodka,1,Vodka,1.5
Harrington,Vodka,2,Triple Sec,0.25
Harrington,Vodka,3,Green Chartreuse,1
El Profesor,Brandy,1,Pisco,1
El Profesor,Brandy,2,Punt e Mes,0.5
El Profesor,Brandy,3,Benedictine,0.5
El Profesor,Brandy,4,Aromatic bitters,0.04
Leap Year Cocktail,Cocktail Classics,1,Gin,1.25
Leap Year Cocktail,Cocktail Classics,2,Orange Flavored Gin,0.5
Leap Year Cocktail,Cocktail Classics,3,Sweet Vermouth,0.5
